Route,School_Clip,Person to Score,Teachear provides learning activity to most students - 1st Snapshot,Students are on task - 1st snapshot,Teachear provides learning activity to most students - 2nd Snapshot,Students are on task - 2nd snapshot,Teachear provides learning activity to most students - 3rd Snapshot,Students are on task - 3rd snapshot,1. Supportive Learning Environment,1.1 The teacher treats all students respectfully,1.2 The teacher uses positive language,1.3 The teacher responds to students needs,1.4 The teacher does not exhibit gender biasâ¦,2. Positive Behavioral Expectations,2.1 The teacher sets clear behavioral expectations,2.2 The teacher acknowledges positive student behavior,2.3 The teacher redirects misbehaviorâ¦,3. Lesson Facilitation,3.1 The teacher explicitly articulatesâ¦,3.2 The teacher's explanation of content is clear,3.3 The teacher makes connections in the lessonâ¦,3.4 The teacher models by enacting or thinking aloud,4. Checks for understanding,"""4.1 The teacher uses questions","promptsâ¦""",4.2 The teacher monitors most studentsâ¦,4.3 The teacher adjusts teaching to the level of students,5. Feedback,5.1 The teacher provides specific comments or promptsâ¦. Misunderstandings,5.2 The teacher provides specific comments or promptsâ¦. Successes,6. Critical Thinking,6.1 The teacher asks open-ended questions,6.2 The teacher provides thinking tasks,6.3 The students ask open-ended questions or performs thinking tasks,7. Autonomy,7.1 The teacher provides students with choices,7.2 The teacher provides students with opportunitiesâ¦.,7.3 The students volunteer to participate in the classroom,8. Perseverance,8.1 The teacher acknoledges students' efforts,8.2 The teacher has a positive attitude towards students' challenges,8.3 The teacher encourages goal-setting,9. Social & Collaborative Skills,9.1 The teacher promotes students' collaborationâ¦,9.2 The teacher promotes students' interpersonal skills,9.3 Students collaborate with one anotherâ¦.,Unnamed,Unnamed_1,Source Table,Unnamed_2,clip,Person Scoring,1.4 The teacher does not exhibit gender bias,2.3 The teacher redirects misbehavior,3.1 The teacher explicitly articulates,3.3 The teacher makes connections in the lesson,"prompts""",4.2 The teacher monitors most students,5.1 The teacher provides specific comments or prompts. Misunderstandings,5.2 The teacher provides specific comments or prompts. Successes,7.2 The teacher provides students with opportunities.,9.1 The teacher promotes students' collaboration,9.3 Students collaborate with one another.,Comments,Unnamed_3,Identifier,Audio File 1,Audio File 2,Transcription 1,Transcription 2,Language,Context
9.0,1145317 Clip 2,Tamara,Y,H,Y,M,Y,L,4,M,H,H,M,3,H,L,H,3,H,H,L,M,2,L,M,L,1,L,L,4,H,M,M,2,L,M,M,2,L,M,L,2,M,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00172,,,,,,
9.0,1731926 Clip 1,Tamara,N,,N,,N,,3,H,H,L,M,2,M,L,L,5,H,H,H,H,2,M,,L,3,M,M,5,H,H,H,4,H,M,H,2,L,M,L,3,L,H,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00173,,,,,,
9.0,1731926 Clip 2,Tamara,Y,H,Y,L,Y,L,3,H,H,L,M,2,M,L,L,4,H,M,M,H,3,M,H,L,2,M,L,4,H,M,M,4,M,M,H,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00174,,,,,,
10.0,370213 Clip 1,Tamara,N,,Y,H,Y,L,5,H,H,,H,3,H,L,H,3,M,H,M,L,2,M,M,L,1,L,L,2,L,M,M,2,L,M,M,2,L,M,L,2,L,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00175,,,,,,
10.0,370213 Clip 2,Tamara,Y,M,Y,L,Y,M,3,M,M,,M,2,M,L,M,2,L,M,L,L,3,M,H,L,1,L,L,2,H,L,L,2,L,L,M,2,L,M,L,2,M,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00176,,,,,,
10.0,379859 Clip 1,Tamara,Y,H,Y,H,Y,H,4,H,H,,M,3,H,L,H,3,H,M,M,L,2,M,,L,1,L,L,5,H,H,H,3,L,L,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00177,,,,,,
10.0,379859 Clip 2,Tamara,Y,H,N,,Y,H,4,H,M,,M,3,H,L,H,2,M,M,L,L,3,H,H,L,1,L,L,4,H,M,M,2,L,L,M,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00178,,,,,,
10.0,381855 Clip 1,Tamara,Y,M,N,,N,,4,H,H,H,M,3,H,L,H,2,L,H,L,L,3,M,H,L,1,L,L,4,M,H,H,3,L,H,M,2,L,M,L,3,H,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00179,,,,,,
10.0,381855 Clip 2,Tamara,Y,H,Y,H,Y,H,4,H,H,H,M,3,H,L,H,2,M,M,L,L,3,M,H,L,2,M,L,4,M,H,H,2,L,M,M,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00180,,,,,,
10.0,382242 Clip 1,Tamara,N,,Y,H,Y,H,4,H,H,,M,3,H,L,H,4,M,H,H,L,3,M,H,L,2,M,L,3,M,M,M,2,L,M,M,2,L,M,L,4,H,M,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00181,,,,,,
10.0,382242 Clip 2,Tamara,Y,M,Y,M,N,,4,H,H,,M,3,H,L,H,3,L,H,H,L,3,M,H,L,3,M,M,4,H,M,M,2,L,L,M,2,L,M,L,4,H,M,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00182,,,,,,
10.0,420703 Clip 1,Tamara,N,,Y,M,Y,M,4,H,H,,M,3,H,L,M,2,L,M,M,L,3,M,H,L,2,M,L,3,M,L,L,2,L,L,M,2,L,M,L,2,M,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00183,,,,,,
10.0,420703 Clip 2,Tamara,Y,H,Y,M,Y,H,4,M,H,,M,3,H,L,H,4,M,H,H,M,3,M,H,L,3,H,L,3,M,M,M,3,L,L,H,2,L,M,L,2,M,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00184,,,,,,
10.0,428953 Clip 1,Tamara,N,,Y,H,Y,M,4,H,H,,M,3,M,L,H,4,H,M,H,M,2,M,,L,3,H,L,5,H,H,H,3,M,L,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00185,,,,,,
10.0,428953 Clip 2,Tamara,Y,H,Y,H,Y,H,4,H,H,,M,3,H,L,H,4,M,H,H,H,3,H,,L,4,H,M,4,H,M,M,3,L,M,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00186,,,,,,
10.0,808147 Clip 1,Tamara,Y,L,Y,M,Y,L,2,L,L,,M,2,M,L,L,1,L,L,L,L,3,L,H,L,1,L,L,1,L,L,L,1,L,L,L,2,L,M,L,3,H,M,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00187,,,,,,
10.0,808147 Clip 2,Tamara,Y,L,Y,L,Y,L,2,M,L,,M,1,L,L,M,2,M,M,L,L,3,M,H,L,3,H,L,2,L,M,M,1,L,L,L,2,L,M,L,3,H,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00188,,,,,,
10.0,829457 Clip 1,Tamara,Y,H,Y,H,Y,M,4,H,H,H,M,3,H,L,H,3,H,H,M,L,3,M,H,L,2,L,M,4,H,M,M,3,L,L,H,2,L,M,L,2,M,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00189,,,,,,
10.0,829457 Clip 2,Tamara,Y,M,Y,H,N,,4,H,H,,M,3,H,L,H,3,M,H,L,L,3,M,H,L,1,L,L,2,L,M,M,3,L,M,H,3,H,H,L,2,L,M,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00190,,,,,,
10.0,1387943 Clip 1,Tamara,Y,M,Y,M,N,,4,H,H,,M,3,H,L,H,2,M,M,M,L,1,L,,L,1,L,L,3,M,M,M,2,L,M,M,2,L,M,L,3,H,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00191,,,,,,
10.0,1387943 Clip 2,Tamara,Y,M,Y,M,Y,M,4,M,M,H,M,3,H,L,H,2,M,L,L,L,3,L,H,L,1,L,L,3,M,M,M,1,L,L,L,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00192,,,,,,
11.0,216549 Clip 1,Tamara,N,,Y,M,N,,4,H,H,,M,3,H,L,H,3,M,H,L,L,3,L,,H,2,M,L,3,L,H,H,1,L,L,L,2,L,M,L,2,M,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00193,,,,,,
11.0,216549 Clip 2,Tamara,Y,M,Y,H,Y,M,3,M,M,,M,3,H,L,M,2,L,H,L,L,4,M,H,M,2,M,L,2,M,L,L,2,L,L,M,2,L,M,L,2,M,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00194,,,,,,
11.0,268367 Clip 1,Tamara,Y,H,Y,H,Y,M,4,H,H,,M,3,H,L,H,2,L,L,H,L,2,L,M,L,1,L,L,4,H,M,M,2,M,L,L,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00195,,,,,,
11.0,268367 Clip 2,Tamara,N,,N,,Y,H,4,M,H,,M,3,H,L,H,4,M,H,H,L,1,L,,L,1,L,L,2,M,L,L,1,L,L,L,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00196,,,,,,
11.0,268516 Clip 1,Tamara,Y,H,Y,H,Y,H,4,H,M,H,M,3,H,L,H,3,L,H,L,H,3,M,H,L,3,H,L,2,L,M,M,3,M,L,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00197,,,,,,
11.0,268516 Clip 2,Tamara,Y,M,Y,M,Y,M,4,H,M,,M,2,M,L,M,3,M,H,M,L,3,M,H,L,2,M,L,2,L,M,M,3,L,H,M,2,L,M,L,2,M,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00198,,,,,,
11.0,269357 Clip 1,Tamara,Y,H,Y,H,Y,M,4,H,H,,M,3,H,L,H,4,H,H,L,H,2,M,,L,4,H,M,4,H,M,M,3,L,H,H,2,L,M,L,3,M,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00199,,,,,,
11.0,269357 Clip 2,Tamara,Y,L,N,,N,,4,M,H,,M,2,M,L,L,4,M,H,H,M,3,M,H,L,2,M,L,3,H,M,L,2,L,L,M,2,L,M,L,,H,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00200,,,,,,
11.0,690867 Clip 1,Carolina,Y,M,N,,Y,M,4,H,H,,M,4,H,L,H,3,L,H,H,M,2,M,L,L,1,L,L,1,L,L,L,3,M,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00201,,,,,,
11.0,690867 Clip 2,Carolina,Y,H,Y,H,Y,M,3,H,L,,M,4,H,L,H,3,L,H,L,L,3,H,H,L,1,L,L,2,L,M,M,1,L,L,L,2,L,M,L,2,L,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00202,,,,,,
11.0,269779 Clip 1,Fatima,Y,L,Y,L,Y,M,3,M,H,,M,3,M,M,M,2,M,L,L,L,3,L,H,L,3,H,L,1,L,L,L,1,L,L,L,3,M,H,L,3,H,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00203,,,,,,
11.0,269779 Clip 2,Fatima,Y,L,Y,L,Y,L,4,H,H,H,M,2,M,L,L,2,M,L,L,L,2,M,M,L,1,L,L,1,L,L,L,3,L,H,L,2,L,M,L,3,M,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00204,,,,,,
11.0,269860 Clip 1,Fatima,N,,Y,M,Y,H,4,H,H,,M,3,H,L,M,3,H,M,M,L,2,L,M,L,3,M,L,3,L,M,M,2,L,L,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00205,,,,,,
11.0,269860 Clip 2,Fatima,Y,H,Y,M,Y,H,4,H,H,H,M,4,H,L,H,4,H,M,H,L,4,M,H,M,2,M,L,2,L,M,M,4,L,H,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00206,,,,,,
11.0,269910 Clip 1,Fatima,N,,Y,H,Y,H,4,H,H,H,M,4,H,L,H,3,M,H,L,M,2,M,,L,1,L,L,2,L,M,M,4,L,H,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00207,,,,,,
11.0,269910 Clip 2,Fatima,Y,H,Y,M,Y,H,4,H,M,H,M,4,H,L,H,2,M,L,L,L,1,L,L,L,1,L,L,1,L,L,L,1,L,L,L,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00208,,,,,,
11.0,366336 Clip 1,Fatima,Y,H,Y,H,Y,H,4,H,H,,M,3,H,L,H,3,M,H,L,M,3,L,H,H,1,L,L,3,L,H,H,3,L,H,H,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00209,,,,,,
11.0,366336 Clip 2,Fatima,Y,H,Y,H,N,,4,H,H,,M,3,H,L,H,4,M,H,M,M,4,M,H,M,1,L,L,3,L,H,H,3,M,H,M,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00210,,,,,,
11.0,418517 Clip 1,Fatima,Y,H,Y,M,Y,H,4,H,H,,M,4,H,L,H,4,H,H,L,H,4,H,H,L,1,L,L,2,L,M,M,4,M,H,H,2,L,M,L,4,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00211,,,,,,
11.0,418517 Clip 2,Fatima,Y,M,NOT OBSERVED,NOT OBSERVED,NOT OBSERVED,NOT OBSERVED,4,M,H,,M,4,H,L,H,2,M,L,L,L,4,L,H,L,1,L,L,2,L,M,M,3,M,H,L,2,L,M,L,4,H,L,H,,4 min segment,,Peru,,,,,,,,,,,,,,,,,observation_00212,,,,,,
15.0,261156 Clip 1,Carolina,Y,H?,Y,H?,Y,H?,4,H,H,,M,4,H,L,H,3,M,H,L,L,2,M,M,L,1,L,L,2,L,M,M,2,L,L,M,2,L,M,L,3,H,L,H,Mal Ã¡ngulo de la cÃ¡mara no permite ver a todos los SS ni a T a ratos,,,Peru,,,,,,,,,,,,,,,,,observation_00213,,,,,,
15.0,261156 Clip 2,Carolina,Y,H?,Y,H?,Y,H?,4,H,M,,M,2,M,L,M,3,M,H,L,L,2,M,M,L,1,L,L,2,L,M,M,2,L,L,M,2,L,M,L,1,L,L,L,Mal Ã¡ngulo de la cÃ¡mara no permite ver a todos los SS ni a T a ratos,,,Peru,,,,,,,,,,,,,,,,,observation_00214,,,,,,
15.0,349662 Clip 1,Carolina,Y,M?,N,,Y,M?,4,H,M,,M,4,H,L,H,3,M,H,M,L,2,M,M,L,1,L,L,2,L,M,M,2,L,M,M,2,L,M,L,4,H,M,H,Mal Ã¡ngulo de la cÃ¡mara no permite ver a todos los SS ni a T a ratos,,,Peru,,,,,,,,,,,,,,,,,observation_00215,,,,,,
15.0,349662 Clip 2,Carolina,Y,H?,Y,H?,Y,M?,4,H,H,,M,2,M,L,M,3,H,H,M,L,2,M,M,L,2,M,L,1,L,L,L,2,L,M,M,2,L,M,L,1,L,L,L,Mal Ã¡ngulo de la cÃ¡mara no permite ver a todos los SS ni a T a ratos,,,Peru,,,,,,,,,,,,,,,,,observation_00216,,,,,,
15.0,351775 Clip 1,Carolina,Y,M?,Y,M?,N,,4,H,H,H,M,2,M,L,M,3,M,H,M,L,2,M,,L,1,L,L,2,L,M,M,2,L,M,M,2,L,M,L,1,L,L,L,Mal Ã¡ngulo de la cÃ¡mara no permite ver a todos los SS ni a T a ratos,,,Peru,,,,,,,,,,,,,,,,,observation_00217,,,,,,
15.0,351775 Clip 2,Carolina,Y,H?,Y,H?,Y,H?,4,H,H,,M,2,M,L,M,3,M,H,L,L,2,M,,L,2,M,L,2,L,M,M,2,L,M,M,2,L,M,L,1,L,L,L,Mal Ã¡ngulo de la cÃ¡mara no permite ver a todos los SS ni a T a ratos,,,Peru,,,,,,,,,,,,,,,,,observation_00218,,,,,,
15.0,352211 Clip 1,Carolina,Y,H,Y,H,Y,H,4,H,H,,M,4,H,L,H,3,H,H,M,L,2,M,,L,1,L,L,2,M,L,L,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00219,,,,,,
15.0,352583 Clip 1,Carolina,Y,H,Y,M,Y,M,4,H,M,,M,4,H,L,H,4,H,H,M,M,2,M,M,L,1,L,L,4,M,H,H,2,L,M,M,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00220,,,,,,
15.0,352583 Clip 2,Carolina,Y,H,Y,H,Y,H,3,H,L,,M,4,H,L,H,3,M,H,L,L,3,H,H,L,3,H,L,3,L,H,H,1,L,L,L,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00221,,,,,,
15.0,353524 Clip 1,Carolina,Y,H,Y,H,Y,M,3,H,L,H,M,4,H,L,H,3,H,H,L,L,2,M,M,L,2,M,L,2,L,M,M,2,M,L,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00222,,,,,,
15.0,353748 Clip 1,Carolina,Y,M,Y,H,N,,4,H,M,H,M,3,H,L,M,3,H,H,H,L,2,M,,L,1,L,L,1,L,L,L,3,M,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00223,,,,,,
15.0,353748 Clip 2,Carolina,Y,M,Y,M,Y,H,4,H,H,,M,4,H,L,H,3,M,H,L,L,5,H,H,H,3,H,L,2,L,M,M,1,L,L,L,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00224,,,,,,
15.0,357848 Clip 1,Carolina,Y,H,Y,H,Y,H,4,H,H,,M,4,H,L,H,3,H,H,M,L,2,M,,L,1,L,L,2,M,L,L,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00225,,,,,,
15.0,357848 Clip 2,Carolina,Y,H,Y,H,N,,4,H,H,,M,4,H,L,H,3,M,H,L,M,2,M,L,L,2,M,L,2,L,M,M,2,L,M,M,2,L,M,L,2,M,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00226,,,,,,
15.0,1546050 Clip 1,Carolina,Y,L,Y,M,N,,4,H,M,,M,3,M,L,H,3,H,H,L,L,3,M,M,M,2,M,L,3,M,M,M,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00227,,,,,,
15.0,1546050 Clip 2,Carolina,Y,M,N,,Y,M,4,H,M,H,M,3,H,L,M,3,H,H,L,M,4,H,H,M,2,M,L,2,L,M,M,3,M,M,M,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00228,,,,,,
16.0,221093 Clip 1,Carolina,Y,H,Y,H,Y,H,4,H,H,H,M,4,H,L,H,3,L,H,M,L,3,M,H,L,2,L,M,1,L,L,L,1,L,L,L,2,L,M,L,4,H,M,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00229,,,,,,
16.0,221093 Clip 2,Carolina,Y,H,Y,M,Y,H,4,H,H,,M,4,H,L,H,3,M,H,L,M,4,H,H,M,3,H,L,2,L,M,M,1,L,L,L,3,L,H,L,3,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00230,,,,,,
16.0,231944 Clip 1,Carolina,Y,H,Y,M,Y,M,4,H,H,H,M,3,H,L,M,3,H,H,L,L,3,M,M,M,2,M,L,1,L,L,L,2,L,M,M,2,M,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00231,,,,,,
16.0,231944 Clip 2,Carolina,Y,M,Y,H,Y,H,4,H,H,,M,2,M,L,M,3,M,H,M,L,3,M,,M,2,M,L,2,M,L,L,2,L,M,M,2,L,M,L,2,L,M,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00232,,,,,,
16.0,239004 Clip 1,Carolina,Y,M,Y,H,Y,M,3,H,L,,M,4,H,L,H,3,M,H,L,M,5,H,H,H,2,M,L,2,L,M,M,2,L,L,M,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00233,,,,,,
16.0,239004 Clip 2,Carolina,Y,L,N,,Y,M,3,H,L,,M,2,M,L,M,3,M,H,L,L,3,H,H,L,2,M,L,2,L,M,M,1,L,L,L,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00234,,,,,,
16.0,243097 Clip 1,Carolina,Y,M,N,,Y,H,4,H,H,,M,4,H,L,H,3,H,H,L,L,3,M,,M,2,M,L,2,M,L,L,3,L,H,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00235,,,,,,
16.0,243097 Clip 2,Carolina,Y,L,Y,M,Y,M,3,H,M,L,M,3,M,L,H,3,M,H,L,M,2,M,M,L,2,M,L,2,L,M,M,3,L,H,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00236,,,,,,
16.0,272587 Clip 1,Carolina,Y,M,Y,H,Y,H,3,M,M,M,M,4,H,L,H,3,M,H,M,L,2,M,M,L,2,M,L,1,L,L,L,3,H,L,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00237,,,,,,
16.0,272587 Clip 2,Carolina,Y,H,Y,H,Y,H,4,H,H,H,M,4,H,L,H,3,M,H,L,M,3,M,M,M,3,H,L,1,L,L,L,2,M,L,M,2,L,M,L,2,L,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00238,,,,,,
16.0,701235 Clip 1,Carolina,Y,M,Y,M,Y,M,4,H,H,,M,4,H,L,H,3,M,H,L,H,2,M,,L,2,M,L,2,L,M,M,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00239,,,,,,
16.0,701235 Clip 2,Carolina,Y,H,Y,M,Y,M,3,H,L,,M,2,M,L,M,2,L,H,L,L,3,H,H,L,1,L,L,1,L,L,L,1,L,L,L,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00240,,,,,,
16.0,744425 Clip 1,Fatima,Y,H,Y,H,Y,M,4,H,H,,M,4,H,L,H,3,M,H,L,L,2,M,,L,3,H,L,1,L,L,L,3,L,L,H,2,L,M,L,3,L,H,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00241,,,,,,
16.0,744425 Clip 2,Fatima,Y,H,Y,M,Y,L,4,H,H,,M,3,H,L,M,3,M,H,M,L,4,M,H,H,3,H,L,3,L,M,M,3,L,H,H,3,L,H,L,4,H,M,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00242,,,,,,
16.0,1028851 Clip 1,Fatima,Y,M,Y,M,Y,M,4,H,H,,M,3,H,L,H,4,M,H,H,H,3,L,,H,1,L,L,1,L,L,L,2,L,L,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00243,,,,,,
16.0,1028851 Clip 2,Fatima,Y,L,Y,L,Y,L,4,M,M,H,M,4,H,L,H,2,M,H,L,L,2,L,M,L,2,M,L,2,L,M,M,1,L,L,L,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00244,,,,,,
17.0,202705 Clip 1,Fatima,Y,H,Y,M,Y,H,4,H,H,,M,4,H,L,H,4,H,H,H,M,5,H,,H,1,L,L,2,L,M,M,3,L,H,M,2,L,M,L,3,L,H,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00245,,,,,,
17.0,202705 Clip 2,Fatima,Y,M,N,,Y,M,4,H,H,,M,5,H,H,H,4,H,H,H,M,3,L,,H,1,L,L,1,L,L,L,2,L,L,M,3,H,H,L,2,L,M,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00246,,,,,,
17.0,297929 Clip 1,Fatima,N,,Y,H,Y,M,4,H,H,,M,3,H,L,H,4,H,H,H,M,2,M,,L,1,L,L,2,M,L,L,3,L,L,H,2,L,M,L,2,L,M,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00247,,,,,,
17.0,297929 Clip 2,Fatima,Y,H,Y,L,N,,3,H,L,,M,3,H,L,M,2,M,H,L,L,2,M,M,L,1,L,L,2,L,M,M,3,L,L,H,2,L,M,L,3,H,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00248,,,,,,
17.0,304477 Clip 1,Fatima,Y,L,Y,L,N,,3,H,L,H,M,3,H,L,M,3,H,H,M,L,1,L,,L,3,H,L,1,L,L,L,2,L,L,M,2,L,M,L,2,L,M,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00249,,,,,,
17.0,304477 Clip 2,Fatima,N,,Y,M,N,,4,H,M,H,M,2,M,L,M,3,M,H,H,L,2,M,,L,1,L,L,1,L,L,L,2,L,L,M,2,L,M,L,2,L,M,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00250,,,,,,
17.0,399071 Clip 1,Fatima,N,,Y,H,Y,H,4,H,H,,M,3,H,L,H,3,H,H,L,L,4,M,M,H,1,L,L,2,L,M,M,3,L,H,L,2,L,M,L,2,L,M,L,,I coded it based on the video on the folder Video-clips (just the first clip).,,Peru,,,,,,,,,,,,,,,,,observation_00251,,,,,,
17.0,512822 Clip 1,Fatima,Y,H,N,,Y,H,3,M,L,H,M,3,M,L,H,4,M,H,M,M,2,L,M,L,1,L,L,2,L,M,M,3,L,M,H,2,L,M,L,3,H,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00252,,,,,,
17.0,512822 Clip 2,Fatima,Y,H,Y,M,Y,H,4,H,H,H,M,4,H,L,H,2,M,L,L,L,3,L,M,H,3,H,L,2,L,M,M,3,L,M,H,2,L,M,L,3,H,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00253,,,,,,
17.0,564831 Clip 1,Fatima,Y,L,Y,H,Y,H,4,H,M,,M,3,H,L,M,4,H,H,H,L,1,L,,L,1,L,L,1,L,L,L,2,L,L,M,2,L,M,L,2,L,M,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00254,,,,,,
17.0,564831 Clip 2,Fatima,Y,M,Y,M,Y,M,4,H,M,H,M,4,H,M,M,3,M,H,L,L,2,L,L,M,1,L,L,1,L,L,L,3,L,H,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00255,,,,,,
17.0,633149 Clip 1,Fatima,Y,M,Y,H,Y,M,4,H,H,,M,4,H,L,H,5,H,H,H,H,2,M,,L,3,H,L,3,L,H,L,2,L,M,M,3,L,H,L,2,L,M,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00256,,,,,,
17.0,633149 Clip 2,Fatima,Y,L,Y,L,Y,L,4,H,H,,M,2,M,L,M,2,M,L,L,L,3,L,H,M,3,H,L,3,L,H,H,1,L,L,L,2,L,M,L,3,H,M,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00257,,,,,,
17.0,675629 Clip 1,Fatima,Y,H,Y,H,Y,H,4,M,H,,M,4,H,L,H,3,H,L,L,M,3,L,H,M,3,H,L,1,L,L,L,3,L,H,M,3,L,H,L,3,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00258,,,,,,
17.0,675629 Clip 2,Fatima,Y,L,Y,H,Y,H,4,H,H,,M,3,H,L,M,3,M,H,L,H,3,L,H,L,3,H,L,2,L,M,M,2,M,L,L,2,L,M,L,2,M,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00259,,,,,,
17.0,761973 Clip 1,Fatima,Y,M,Y,L,Y,M,4,H,H,,M,3,H,L,M,3,M,H,L,M,3,M,H,L,3,H,L,2,L,M,M,2,L,L,M,2,L,M,L,3,H,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00260,,,,,,
