Route,School_Clip,Person to Score,Teachear provides learning activity to most students - 1st Snapshot,Students are on task - 1st snapshot,Teachear provides learning activity to most students - 2nd Snapshot,Students are on task - 2nd snapshot,Teachear provides learning activity to most students - 3rd Snapshot,Students are on task - 3rd snapshot,1. Supportive Learning Environment,1.1 The teacher treats all students respectfully,1.2 The teacher uses positive language,1.3 The teacher responds to students needs,1.4 The teacher does not exhibit gender biasâ¦,2. Positive Behavioral Expectations,2.1 The teacher sets clear behavioral expectations,2.2 The teacher acknowledges positive student behavior,2.3 The teacher redirects misbehaviorâ¦,3. Lesson Facilitation,3.1 The teacher explicitly articulatesâ¦,3.2 The teacher's explanation of content is clear,3.3 The teacher makes connections in the lessonâ¦,3.4 The teacher models by enacting or thinking aloud,4. Checks for understanding,"""4.1 The teacher uses questions","promptsâ¦""",4.2 The teacher monitors most studentsâ¦,4.3 The teacher adjusts teaching to the level of students,5. Feedback,5.1 The teacher provides specific comments or promptsâ¦. Misunderstandings,5.2 The teacher provides specific comments or promptsâ¦. Successes,6. Critical Thinking,6.1 The teacher asks open-ended questions,6.2 The teacher provides thinking tasks,6.3 The students ask open-ended questions or performs thinking tasks,7. Autonomy,7.1 The teacher provides students with choices,7.2 The teacher provides students with opportunitiesâ¦.,7.3 The students volunteer to participate in the classroom,8. Perseverance,8.1 The teacher acknoledges students' efforts,8.2 The teacher has a positive attitude towards students' challenges,8.3 The teacher encourages goal-setting,9. Social & Collaborative Skills,9.1 The teacher promotes students' collaborationâ¦,9.2 The teacher promotes students' interpersonal skills,9.3 Students collaborate with one anotherâ¦.,Unnamed,Unnamed_1,Source Table,Identifier,Audio File 1,Audio File 2,Transcription 1,Transcription 2,Language,Context,Video Clip 1,Video Clip 2,Video Clip 3,Video Clip 4
,,,Teachear provides learning activity to most students - 1st Snapshot,Students are on task - 1st snapshot,Teachear provides learning activity to most students - 2nd Snapshot,Students are on task - 2nd snapshot,Teachear provides learning activity to most students - 3rd Snapshot,Students are on task - 3rd snapshot,1. Supportive Learning Environment,1.1 The teacher treats all students respectfully ,1.2 The teacher uses positive language,1.3 The teacher responds to students needs,1.4 The teacher does not exhibit gender biasâ¦,2. Positive Behavioral Expectations,2.1 The teacher sets clear behavioral expectations,2.2 The teacher acknowledges positive student behavior,2.3 The teacher redirects misbehaviorâ¦,3. Lesson Facilitation,3.1 The teacher explicitly articulatesâ¦,3.2 The teacher's explanation of content is clear,3.3 The teacher makes connections in the lessonâ¦,3.4 The teacher models by enacting or thinking aloud,4. Checks for understanding,"4.1 The teacher uses questions, promptsâ¦",4.2 The teacher monitors most studentsâ¦,4.3 The teacher adjusts teaching to the level of students,5. Feedback,5.1 The teacher provides specific comments or promptsâ¦. Misunderstandings,5.2 The teacher provides specific comments or promptsâ¦. Successes,6. Critical Thinking,6.1 The teacher asks open-ended questions,6.2 The teacher provides thinking tasks,6.3 The students ask open-ended questions or performs thinking tasks,7. Autonomy,7.1 The teacher provides students with choices,7.2 The teacher provides students with opportunitiesâ¦.,7.3 The students volunteer to participate in the classroom ,8. Perseverance,8.1 The teacher acknoledges students' efforts,8.2 The teacher has a positive attitude towards students' challenges,8.3 The teacher encourages goal-setting,9. Social & Collaborative Skills,9.1 The teacher promotes students' collaborationâ¦,9.2 The teacher promotes students' interpersonal skills,9.3 Students collaborate with one anotherâ¦.,,,,Peru,,,,,,,,,,,
2.0,393322 Clip 1,Carolina,Y,H,Y,M,Y,M,4,H,H,,M,4,H,L,H,4,M,H,M,H,3,M,,M,3,H,L,1,L,L,L,2,L,L,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 1 (clip_keyword): 393322 - IE 84062 Huanuco Clip 1.MP4; assigned clip 2 (clip_keyword): 393322 - IE 84062 Huanuco Clip 2.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video_clips/393322 - IE 84062 Huanuco Clip 1.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video_clips/393322 - IE 84062 Huanuco Clip 2.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video/393322 - IE 84062 Huanuco .MP4,
2.0,393322 Clip 2,Carolina,Y,L,Y,L,Y,M,2,L,M,M,M,2,L,L,M,3,M,H,L,H,2,M,M,L,1,L,L,2,L,M,M,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 1 (clip_keyword): 393322 - IE 84062 Huanuco Clip 1.MP4; assigned clip 2 (clip_keyword): 393322 - IE 84062 Huanuco Clip 2.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video_clips/393322 - IE 84062 Huanuco Clip 1.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video_clips/393322 - IE 84062 Huanuco Clip 2.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video/393322 - IE 84062 Huanuco .MP4,
2.0,415992 Clip 1,Carolina,Y,L,Y,L,Y,M,4,H,H,,M,2,L,L,M,3,M,H,M,M,3,H,H,L,1,L,L,2,L,M,M,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 1 (clip_keyword): 415992 - IE 86088 Ancash Clip 1.MP4; assigned clip 2 (clip_keyword): 415992 - IE 86088 Ancash Clip 2.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video_clips/415992 - IE 86088 Ancash Clip 1.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video_clips/415992 - IE 86088 Ancash Clip 2.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video/415992 - IE 86088 Ancash .MP4,
2.0,415992 Clip 2,Carolina,Y,M,Y,L,N,,4,H,H,,M,2,M,L,M,3,M,H,L,L,3,H,H,L,3,H,L,2,L,M,M,2,L,L,M,2,L,M,L,3,L,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 1 (clip_keyword): 415992 - IE 86088 Ancash Clip 1.MP4; assigned clip 2 (clip_keyword): 415992 - IE 86088 Ancash Clip 2.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video_clips/415992 - IE 86088 Ancash Clip 1.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video_clips/415992 - IE 86088 Ancash Clip 2.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video/415992 - IE 86088 Ancash .MP4,
2.0,416594 Clip 1,Carolina,Y,H,Y,H,Y,M,4,H,H,,M,3,H,L,M,3,M,H,L,M,5,H,,H,2,M,L,2,L,M,M,3,L,M,H,2,L,M,L,2,L,M,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (clip_keyword): 416594 - IE 86499 Ancash Clip 2.MP4; assigned clip 1 (clip_keyword): 416594 - IE 86499 Ancash Clip 1.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video_clips/416594 - IE 86499 Ancash Clip 1.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video_clips/416594 - IE 86499 Ancash Clip 2.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video/416594 - IE 86499 Ancash .MP4,
2.0,416594 Clip 2,Carolina,Y,M,Y,H,Y,H,4,H,H,,M,3,H,L,M,3,H,H,L,M,5,H,H,H,3,H,L,2,L,M,M,3,L,M,H,3,L,H,L,2,L,M,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (clip_keyword): 416594 - IE 86499 Ancash Clip 2.MP4; assigned clip 1 (clip_keyword): 416594 - IE 86499 Ancash Clip 1.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video_clips/416594 - IE 86499 Ancash Clip 1.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video_clips/416594 - IE 86499 Ancash Clip 2.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video/416594 - IE 86499 Ancash .MP4,
2.0,416990 Clip 1,Carolina,Y,H,N,,Y,H,4,H,H,H,M,4,H,L,H,3,M,H,L,H,2,M,,L,2,M,L,2,L,M,M,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (clip_keyword): 416990 - IE 86679 Ancash Clip 2.MP4; assigned clip 1 (clip_keyword): 416990 - IE 86679 Ancash Clip 1.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video_clips/416990 - IE 86679 Ancash Clip 1.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video_clips/416990 - IE 86679 Ancash Clip 2.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video/416990 - IE 86679 Ancash .MP4,
2.0,416990 Clip 2,Carolina,Y,M,N,,Y,M,4,H,M,,M,2,L,M,L,3,M,H,L,M,2,M,M,L,3,H,L,2,L,M,M,2,L,M,M,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (clip_keyword): 416990 - IE 86679 Ancash Clip 2.MP4; assigned clip 1 (clip_keyword): 416990 - IE 86679 Ancash Clip 1.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video_clips/416990 - IE 86679 Ancash Clip 1.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video_clips/416990 - IE 86679 Ancash Clip 2.MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 2/Video/416990 - IE 86679 Ancash .MP4,
3.0,201129 Clip 1,Carolina,Y,H,Y,M,N,,4,H,H,,M,3,H,L,M,3,H,H,M,L,4,M,H,M,2,M,L,1,L,L,L,2,L,M,M,2,L,M,L,2,M,L,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 3 (parentheses): 201129-(3) IE 54499 Apurimac -PCD16F20J3.MTS; assigned clip 2 (parentheses): 201129-(2) IE 54499 Apurimac .MTS | CONFLICTS: replaced clip 3 with better quality (parentheses): 201129-(3) IE 54499 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/Clip 1/201129-(1) IE 54499 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/201129-(2) IE 54499 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/201129-(3) IE 54499 Apurimac .MTS,
3.0,201129 Clip 2,Carolina,Y,H,Y,H,Y,M,4,H,H,,M,2,M,L,M,3,H,H,L,L,2,M,,L,1,L,L,1,L,L,L,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 3 (parentheses): 201129-(3) IE 54499 Apurimac -PCD16F20J3.MTS; assigned clip 2 (parentheses): 201129-(2) IE 54499 Apurimac .MTS | CONFLICTS: replaced clip 3 with better quality (parentheses): 201129-(3) IE 54499 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/Clip 1/201129-(1) IE 54499 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/201129-(2) IE 54499 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/201129-(3) IE 54499 Apurimac .MTS,
3.0,205542 Clip 1,Carolina,Y,H,Y,M,N,,4,H,M,H,,4,H,L,H,3,M,M,L,H,3,M,M,M,1,L,L,1,L,L,L,2,L,L,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 3 (parentheses): 205542-(3) IE 50799 Apurimac .MTS; assigned clip 2 (parentheses): 205542-(2) IE 50799 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/Clip 1/205542-(1) IE 50799 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/205542-(2) IE 50799 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/205542-(3) IE 50799 Apurimac .MTS,
3.0,205542 Clip 2,Carolina,Y,H,Y,H,N,,4,H,M,M,,2,M,L,M,3,M,M,L,H,3,M,M,M,2,M,L,2,L,M,L,2,L,L,M,2,L,M,L,2,L,L,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 3 (parentheses): 205542-(3) IE 50799 Apurimac .MTS; assigned clip 2 (parentheses): 205542-(2) IE 50799 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/Clip 1/205542-(1) IE 50799 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/205542-(2) IE 50799 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/205542-(3) IE 50799 Apurimac .MTS,
3.0,237990 Clip 1,Carolina,Y,M,Y,M,Y,L,4,H,M,,M,2,M,L,M,2,L,M,L,L,2,M,M,L,1,L,L,1,L,L,L,2,L,M,L,2,L,M,L,2,L,L,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 237990-(2) IE 54104 Apurimac .MTS; assigned clip 3 (parentheses): 237990-(3) IE 54104 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/Clip 1/237990-(1) IE 54104 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/237990-(2) IE 54104 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/237990-(3) IE 54104 Apurimac .MTS,
3.0,237990 Clip 2,Carolina,Y,L,Y,M,Y,M,4,H,M,,M,3,H,L,M,3,H,H,L,M,2,M,M,L,1,L,L,1,L,L,L,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 237990-(2) IE 54104 Apurimac .MTS; assigned clip 3 (parentheses): 237990-(3) IE 54104 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/Clip 1/237990-(1) IE 54104 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/237990-(2) IE 54104 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/237990-(3) IE 54104 Apurimac .MTS,
3.0,238089 Clip 1,Carolina,N,,Y,M,Y,H,4,H,H,,M,4,H,L,H,4,H,H,M,M,2,M,,L,1,L,L,1,L,L,L,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 3 (parentheses): 238089-(3) IE 54113 Apurimac .MTS; assigned clip 2 (parentheses): 238089-(2) IE 54113 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/Clip 1/238089-(1) IE 54113 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/238089-(2) IE 54113 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/238089-(3) IE 54113 Apurimac .MTS,
3.0,238089 Clip 2,Carolina,Y,M,Y,M,Y,H,4,H,H,H,M,4,H,L,H,3,M,H,L,L,4,H,H,M,3,H,L,2,L,M,M,2,L,M,M,2,L,M,L,2,M,L,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 3 (parentheses): 238089-(3) IE 54113 Apurimac .MTS; assigned clip 2 (parentheses): 238089-(2) IE 54113 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/Clip 1/238089-(1) IE 54113 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/238089-(2) IE 54113 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/238089-(3) IE 54113 Apurimac .MTS,
3.0,283416 Clip 1,Carolina,Y,H,Y,M,Y,H,4,H,H,,M,4,H,L,H,4,M,H,M,H,2,M,,L,2,M,L,1,L,L,L,2,L,M,M,2,L,M,L,2,L,M,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 283416-(2) IE 54189 Apurimac .MTS; assigned clip 3 (parentheses): 283416-(3) IE 54189 Apurimac .MTS | OTHER: no available slot for: 283416-(5) IE 54189 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/Clip 1/283416-(1) IE 54189 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/283416-(2) IE 54189 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/283416-(3) IE 54189 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/283416-(4) IE 54189 Apurimac .MTS
3.0,283416 Clip 2,Carolina,Y,H,N,,Y,H,4,H,M,,M,3,H,L,M,3,H,H,M,L,2,M,M,L,1,L,L,2,L,M,M,2,L,M,M,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 283416-(2) IE 54189 Apurimac .MTS; assigned clip 3 (parentheses): 283416-(3) IE 54189 Apurimac .MTS | OTHER: no available slot for: 283416-(5) IE 54189 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/Clip 1/283416-(1) IE 54189 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/283416-(2) IE 54189 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/283416-(3) IE 54189 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/283416-(4) IE 54189 Apurimac .MTS
3.0,283598 Clip 1,Carolina,Y,H,Y,M,N,,4,H,H,H,M,4,H,L,H,3,H,H,M,L,2,M,,L,1,L,L,1,L,L,L,2,L,M,M,2,L,M,L,3,H,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 283598-(2) 54207 Apurimac .MTS; assigned clip 3 (parentheses): 283598-(3) IE 54207 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/Clip 1/283598-(1) IE 54207 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/283598-(2) 54207 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/283598-(3) IE 54207 Apurimac .MTS,
3.0,283598 Clip 2,Carolina,Y,M,Y,M,Y,H,4,H,H,,M,4,H,L,H,3,M,H,L,L,5,H,H,H,3,H,L,3,M,M,M,1,L,L,L,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 283598-(2) 54207 Apurimac .MTS; assigned clip 3 (parentheses): 283598-(3) IE 54207 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/Clip 1/283598-(1) IE 54207 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/283598-(2) 54207 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/283598-(3) IE 54207 Apurimac .MTS,
3.0,285155 Clip 1,Carolina,Y,H,Y,M,Y,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hablan en otra lengua,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 3 (parentheses): 285155-(3) IE 54357 Apurimac .MTS; assigned clip 2 (parentheses): 285155-(2) IE 54357 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/Clip 1/285155-(1) IE 54357 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/285155-(2) IE 54357 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/285155-(3) IE 54357 Apurimac .MTS,
3.0,285155 Clip 2,Carolina,Y,M,Y,M,Y,M,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,Hablan en otra lengua,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 3 (parentheses): 285155-(3) IE 54357 Apurimac .MTS; assigned clip 2 (parentheses): 285155-(2) IE 54357 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/Clip 1/285155-(1) IE 54357 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/285155-(2) IE 54357 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/285155-(3) IE 54357 Apurimac .MTS,
3.0,411355 Clip 1,Carolina,Y,H,N,,Y,M,4,H,H,,M,2,M,L,M,3,H,H,L,L,4,H,,M,3,H,L,3,M,H,L,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 411355-(2) IE 50664 Apurimac .MTS; assigned clip 1 (parentheses): 411355-(1) IE 50664 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/Clip 1/411355-(1) IE 50664 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/411355-(2) IE 50664 Apurimac .MTS,,
3.0,411355 Clip 2,Carolina,Y,H,Y,H,Y,H,4,H,H,H,M,2,M,L,M,3,M,H,H,L,4,M,,H,2,H,L,1,L,L,L,2,L,L,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 411355-(2) IE 50664 Apurimac .MTS; assigned clip 1 (parentheses): 411355-(1) IE 50664 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/Clip 1/411355-(1) IE 50664 Apurimac .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 3/Video/411355-(2) IE 50664 Apurimac .MTS,,
4.0,226480 Clip 1,Carolina,Y,M,Y,M,Y,L,4,H,H,,M,2,L,L,M,3,L,H,M,L,4,M,,H,4,H,M,1,L,L,L,2,L,L,M,2,L,M,L,2,L,M,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 226480-(2) IE 40007 Arequipa .MTS; assigned clip 1 (parentheses): 226480-(1) IE 40007 Arequipa .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 4/Video/Clip 1/226480-(1) IE 40007 Arequipa .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 4/Video/226480-(2) IE 40007 Arequipa .MTS,,
